SSC ID,Station Name,Country,Latitude,Longitude,IOC code,PTWC code,GLOSS ID,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit
SSC-russy,Russaro,Finland,59.77,22.95,,,,,28,,,[details],[edit]
SSC-rust,Rustico,Canada,46.47,-63.28,,,,,1330,,,[details],[edit]
SSC-sa3t,"Sonora, Puerto Penasco",Mexico,31.31,-113.55,,,,,,2289,2290,[details],[edit]
SSC-saba,Sabang,Indonesia,5.83,95.33,"sab2, saba","sab2, saba",347.0,123,2195,,2904,[details],[edit]
SSC-sach,Sachs Harbour,Canada,71.97,-125.25,,,,,1310,,,[details],[edit]
SSC-sade,Sadeng,Indonesia,-8.19,110.8,sade,sade,,417,,2943,2942,[details],[edit]
SSC-sado,Sado,Japan,38.32,138.52,sado,sado,,,,,,[details],[edit]
SSC-safa,Safaniya Pier,Saudi Arabia,28.0,48.77,,,,,1515,,,[details],[edit]
SSC-safai,Safaniyah 312/317,Saudi Arabia,28.4,48.9,,,,,1684,,,[details],[edit]
SSC-saga,Sao Gabriel Da Cachoeira,Brazil,-0.14,-67.06,,,,,,3083,,[details],[edit]
SSC-sagr,Sagres,Portugal,37.01,-8.93,sagr,sagr,,,,,,[details],[edit]
SSC-sagu,Sagunto,Spain,39.63,-0.21,sagu,,,,2059,,,[details],[edit]
SSC-sagy,Sagyllah-ary,Russia,73.15,128.88,,,,,1019,,,[details],[edit]
SSC-said,Saidia Marina,Morocco,35.11,-2.29,said,said,,,,,,[details],[edit]
SSC-saig,Saigo,Japan,36.2,133.33,saig,saig,,,1095,,,[details],[edit]
SSC-sain,Saint-Nazaire,France,47.26,-2.2,sain,,,,457,3424,1846,[details],[edit]
SSC-sainl,"Saint John, N.B.",Canada,45.27,-66.07,,,,,195,,,[details],[edit]
SSC-sainw,Saint Pierre Et Miquelon,Saint Pierre and Miquelon,46.78,-56.17,,,,,2246,3408,3166,[details],[edit]
SSC-saip,Saipan,United States,15.23,145.74,saip,saip,118.0,28,1474,1873,2145,[details],[edit]
SSC-saka,Sakai,Japan,35.55,133.24,,,,,811,,,[details],[edit]
SSC-sala,Salalah,Oman,16.94,54.01,sala,sala,4.0,114,1754,,2791,[details],[edit]
SSC-salaa,Salacgriva (Salismunde),Latvia,57.75,24.37,,,,,343,,,[details],[edit]
SSC-sald,Saldahna Bay,South Africa,-33.17,17.95,,,,703,"1348, 1427",,,[details],[edit]
SSC-salg,Salgrund,Finland,62.33,21.2,,,,,228,,,[details],[edit]
SSC-sali,Salina Cruz,Mexico,16.17,-95.2,"sali, sali2",sali,,394,689,"2287, 3546",2288,[details],[edit]
SSC-salim,Salinopolis,Brazil,-0.65,-47.38,,,,,589,,,[details],[edit]
SSC-salrn,Salerno,Italy,40.68,14.75,SA16,,,,2086,,,[details],[edit]
SSC-salv,Salvador,Brazil,-12.97,-38.52,salv,salv,334.0,708,578,"2034, 2657, 3084",2345,[details],[edit]
SSC-sama,Santa Marta,Colombia,11.24,-74.22,sama,sama,,738,,3071,,[details],[edit]
SSC-samo,Samos Island - Vathi,Greece,37.76,26.98,,,,,1941,,,[details],[edit]
SSC-sams,Samsun,Turkey,41.28,36.33,,,,,989,,,[details],[edit]
SSC-sana,San Andres,Colombia,12.57,-81.7,sana,sana,,737,2116,,,[details],[edit]
SSC-sanak,San Antonio,Argentina,-40.8,-64.87,,,,,178,,,[details],[edit]
SSC-sanb,"Santa Barbara, California",United States,34.41,-119.69,sanb,sanb,,577,2126,3323,3322,[details],[edit]
SSC-sanc,San Carlos,Mexico,24.78,-112.12,,,,674,1221,,,[details],[edit]
SSC-sancc,San Cristobal,Ecuador,-0.9,-89.62,,,,,927,,,[details],[edit]
SSC-sancq,San Clemente Island,United States,33.0,-118.55,,,,,883,,,[details],[edit]
SSC-sancs,San Clemente,Argentina,-36.3,-56.77,,,,,903,,,[details],[edit]
SSC-sand,San Diego,United States,32.71,-117.17,sand,sand,,569,158,"1889, 1890",2149,[details],[edit]
SSC-sanda,Sandakan,Malaysia,5.82,118.07,,,,389,1834,2648,2647,[details],[edit]
SSC-sandm,"Sandwich Marina, Cape Cod Canal Entrance",United States,41.77,-70.5,,,,,775,,,[details],[edit]
SSC-sandu,Sandnessjoen,Norway,66.02,12.63,,,,,1137,,,[details],[edit]
SSC-sanf,San Felix,Chile,-26.26,-80.12,"sanf, sanf3",sanf,177.0,35,1751,,2857,[details],[edit]
SSC-sanfe,San Felipe,Mexico,31.17,-114.82,,,,307,1559,,,[details],[edit]
SSC-sanfw,"San Fernando, La Union",Philippines,16.62,120.3,,,,,548,,,[details],[edit]
SSC-sanj,San Juan,United States,18.46,-66.12,"sanj, sanj2",sanj,206.0,245,1001,"1900, 2662, 3406",2098,[details],[edit]
SSC-sanjo,San Jose,Guatemala,13.92,-90.83,,,,675,"1983, 777, 973",,,[details],[edit]
SSC-sanjs,San Jose,Philippines,12.33,121.08,,,,,1711,,,[details],[edit]
SSC-sanju,San Juan,Peru,-15.37,-75.2,,,,96,"2187, 923",,,[details],[edit]
SSC-sanm,Santa Monica,United States,34.01,-118.5,sanm,sanm,,578,377,2700,2699,[details],[edit]
SSC-sanma,San Martin,Argentina,-68.13,-67.1,,,,681,,,,[details],[edit]
SSC-sanmo,San Mateo,United States,37.58,-122.25,,,,,1663,,,[details],[edit]
SSC-sann,Sannikova (Sannikova Proliv),Russia,74.67,138.9,,,,,602,,,[details],[edit]
SSC-sano,San_Antonio,Chile,-33.58,-71.62,"sano, sano2",sano,,,,,,[details],[edit]
SSC-sanq,San Quintin,Mexico,30.48,-115.98,,,,308,1457,,,[details],[edit]
SSC-sant,Santa Cruz,Ecuador,-0.75,-90.31,sant,sant,,30,1472,"677, 679","1996, 2776",[details],[edit]
SSC-santf,Santa Cruz del Flores,Portugal,39.27,-31.07,,,244.0,210,"2171, 843",2924,2880,[details],[edit]
SSC-santg,Santiago,Chile,-33.15,-70.67,,,,,,832,,[details],[edit]
SSC-sants,Santos,Brazil,-23.95,-46.32,,,,,502,,,[details],[edit]
SSC-santw,Santa Isabel,Equatorial Guinea,3.73,8.8,,,,,1961,,,[details],[edit]
SSC-saop,Porto Alegre,Sao Tome and Principe,0.02,6.51,,,,,,,3473,[details],[edit]
SSC-saot,Sao Tome,Sao Tome and Principe,0.35,6.74,saot,,260.0,225,"1665, 2245",1932,1864,[details],[edit]
SSC-sapp,Sappi,Finland,61.48,21.33,,,,,226,,,[details],[edit]
SSC-sapz,Sapzurro,Colombia,8.66,-77.37,"sapz, sapz2",sapz,,,,,,[details],[edit]
SSC-sase,Sasebo,Japan,33.17,129.72,,,,,"1147, 672",,,[details],[edit]
SSC-sass,Sassnitz,Germany,54.51,13.64,sass,,,,397,833,2223,[details],[edit]
SSC-saum,Saumlaki,Indonesia,-7.98,131.29,saum,saum,,420,,,,[details],[edit]
SSC-sava,Savage Cove,Canada,51.33,-56.7,,,,,1280,,,[details],[edit]
SSC-sbdt,S. Benedetto Del Tronto,Italy,42.96,13.89,SB36,,,,2143,3446,3445,[details],[edit]
SSC-sbea,South Beach,United States,44.63,-124.04,"sbea, sbea2",sbea,157.0,592,1196,"3524, 754",2362,[details],[edit]
SSC-sbla,Shell Beach,United States,29.87,-89.67,,sbla,,,,,,[details],[edit]
SSC-scar,Scarborough,Trinidad and Tobago,11.17,-60.73,scar,scar,,,1979,,,[details],[edit]
SSC-scarl,Scarborough,United Kingdom,54.28,-0.38,,,,,946,,,[details],[edit]
SSC-schf,Schefferville,Canada,54.83,-66.83,,,,,,834,,[details],[edit]
SSC-scia,Sciacca,Italy,37.5,13.08,SC43,,,,"2047, 2224",,,[details],[edit]
SSC-scoa,St Jean De Luz (Socoa),France,43.4,-1.68,"scoa, scoa2",,,,469,835,1836,[details],[edit]
SSC-scor,Ittoqqortoormiit,Denmark,70.48,-21.96,scor,,315.0,809,2168,1926,2341,[details],[edit]
SSC-scot,Scott Base,New Zealand,-77.51,166.46,,,134.0,663,2029,740,2103,[details],[edit]
SSC-scrz,Santa Cruz De La Sierra,Bolivia,-17.8,-63.16,,,,,,3089,,[details],[edit]
SSC-scub,Santiago de Cuba,Cuba,20.01,-75.76,,,,,,836,,[details],[edit]
SSC-sdom,Santo Domingo/p.San Andres,Dominican Republic,18.42,-69.63,sdom,sdrd,,,,,,[details],[edit]
SSC-sdpr,Sandown Pier,United Kingdom,50.65,-1.15,sdpr,,,,,,,[details],[edit]
SSC-sdpt,"Sand Point, Popof Island",United States,55.34,-160.5,"sdpt, sdpt2",sdpt,100.0,574,1634,2669,2668,[details],[edit]
SSC-seav,Seavey Island,United States,43.08,-70.74,,,,,288,"1892, 2967",2380,[details],[edit]
SSC-sebla,Seblat,Indonesia,-3.22,101.6,sebla,sebl,,,,2937,2936,[details],[edit]
SSC-seco,Second Valley,Australia,-35.52,138.17,,,,,443,,,[details],[edit]
SSC-sedi,Sedili,Malaysia,1.93,104.12,,,,324,1702,,,[details],[edit]
SSC-seji,Sejingkat,Malaysia,1.58,110.42,,,,,1893,3204,2637,[details],[edit]
SSC-sela,Se-laha,Russia,70.15,72.57,,,,,1200,,,[details],[edit]
SSC-seld,Seldovia,United States,59.44,-151.72,seld,seld,,561,1070,893,2365,[details],[edit]
SSC-sele,Selezaschita,Kazakhstan,43.18,77.02,,,,,,2456,,[details],[edit]
SSC-sema,Semarang,Indonesia,-6.95,110.42,sema,sema,,,281,,,[details],[edit]
SSC-semb,Sembilangan,Indonesia,-7.1,112.7,,,,,279,,,[details],[edit]
SSC-seog,Seogwipo,South Korea,33.24,126.56,,,,,1627,2922,2921,[details],[edit]
SSC-seon,Seongsanpo,South Korea,33.47,126.93,,,,,1937,,,[details],[edit]
SSC-sept,Sept-iles,Canada,50.2,-66.4,,,,,1322,,,[details],[edit]
SSC-sete,Sète,France,43.4,3.7,"sete, sete2",sete,,,958,1905,1847,[details],[edit]
SSC-setu,Setubal,Portugal,38.49,-8.93,setu,setu,,,1425,,,[details],[edit]
SSC-seva,Sevastopol,Ukraine,44.62,33.53,,,,,42,,,[details],[edit]
SSC-seve,Severo Kurilsk,Russia,50.68,156.14,"seve, seve2",seve,,,,,,[details],[edit]
SSC-sevl,Sevilla,Spain,37.32,-6.01,sev2,,,,,,,[details],[edit]
SSC-sewa,Seward,United States,60.12,-149.43,"sewa, sewa2",sewa,150.0,560,266,,2850,[details],[edit]
SSC-shah,Shahid Rajaee,Iran,27.1,56.07,,,,,1870,,,[details],[edit]
SSC-shal,Shalaurova (Shalaurova Mys),Russia,73.18,143.23,,,,,603,,,[details],[edit]
SSC-shan,Shanwei,China,22.75,115.35,,,,641,1406,,,[details],[edit]
SSC-shanz,Shanghai,China,31.4,121.5,,,,,1959,,,[details],[edit]
SSC-shao,"Shanghai, Sheshan Station",China,31.1,121.2,,,,,,840,,[details],[edit]
SSC-shbt,Sahabat,Malaysia,5.05,119.09,ms006,,,,,,,[details],[edit]
SSC-shed,Shediac Bay,Canada,46.25,-64.53,,,,,"1309, 1326",1927,"2125, 2770",[details],[edit]
SSC-shee,Sheerness,United Kingdom,51.45,0.74,shee,,,,"3, 334","3263, 841","2187, 2748, 3262",[details],[edit]
SSC-shek,Shek Pik,Hong Kong,22.22,113.89,,shek,,,1902,"2090, 3570",2452,[details],[edit]
SSC-shel,"Shell Point, Walker Creek",United States,30.06,-84.29,,,,,1670,,,[details],[edit]
SSC-shen,Shenzhen,China,22.47,113.88,shen,shen,,,,,,[details],[edit]
SSC-shij,Shijiusuo,China,35.38,119.55,,,,642,1404,,,[details],[edit]
SSC-shim,Shimonoseki,Japan,33.97,130.95,,,,,"1830, 783, 845",,,[details],[edit]
SSC-shime,Shimizu-minato,Japan,35.01,138.52,,,,,808,,,[details],[edit]
SSC-shimq,Shimotsu,Japan,34.1,135.15,,,,,1145,,,[details],[edit]
SSC-shir,Shirahama,Japan,33.68,135.38,,,,,1150,,,[details],[edit]
SSC-shnj,Sandy Hook,United States,40.47,-74.01,shnj,shnj,,,366,"1895, 1896",2382,[details],[edit]
SSC-shor,St Hellen,United States,45.87,-122.8,,shor,,,,,,[details],[edit]
SSC-shorq,Shoreham,United Kingdom,50.83,-0.25,,,,,1008,,,[details],[edit]
SSC-shut,Shute Harbour,Australia,-20.28,148.78,,,,,"1569, 1575",,,[details],[edit]
SSC-sian,Sian Ka'an,Mexico,19.31,-87.45,sian,,,,,,,[details],[edit]
SSC-siba,Sibaura,Japan,35.63,139.75,,,,,952,,,[details],[edit]
SSC-sibo,Sibolga,Indonesia,1.73,98.8,"sib2, sibo","sib2, sibo",,122,"1752, 356",,,[details],[edit]
SSC-sibon,Siboney,Cuba,23.1,-82.47,,,215.0,239,"1162, 534",,2875,[details],[edit]
SSC-sidi,Sidi Ifni,Morocco,29.37,-10.2,,,,,1952,,,[details],[edit]
SSC-siga,St Simons Island,United States,31.13,-81.4,siga,siga,,,,,,[details],[edit]
SSC-sign,Signy,United Kingdom,-60.7,-45.6,,,306.0,,,,,[details],[edit]
SSC-sile,Sile,Turkey,41.18,29.61,,,,,2016,,,[details],[edit]
SSC-simd,Solomon's Island,United States,38.32,-76.45,simd,simd,,,412,"1951, 845",2390,[details],[edit]
SSC-simr,Simrishamn,Sweden,55.56,14.36,,,,,2107,,,[details],[edit]
SSC-sine,Sines,Portugal,37.95,-8.88,,,,,1456,,,[details],[edit]
SSC-sino,Sinop,Turkey,42.02,35.15,sino,,,,2017,,,[details],[edit]
SSC-sisa,Sisal,Mexico,21.16,-90.05,sisa,,,,,,,[details],[edit]
SSC-sisi,Sisimiut,Denmark,66.93,-53.67,,,,296,1781,,,[details],[edit]
SSC-sitin,Simonstown,South Africa,-34.18,18.43,sitin,sitn,268.0,221,826,842,2201,[details],[edit]
SSC-sitk,Sitka,United States,57.05,-135.34,"sitk, sitk2",sitk,154.0,559,426,"2683, 2684",2682,[details],[edit]
SSC-sitt,Sittwe,Myanmar,20.15,92.9,sitt,sitt,37.0,907,421,,2805,[details],[edit]
SSC-sjds,Puerto San Juan del Sur,Nicaragua,11.25,-85.88,sjds,,,,,,,[details],[edit]
SSC-skag,Skagway,United States,59.45,-135.33,skag,skag,,,495,2679,2678,[details],[edit]
SSC-skagk,Skagsudde,Sweden,63.19,19.01,,,,,2102,,,[details],[edit]
SSC-skan,Skanor,Sweden,55.42,12.83,,,,,2108,2076,2329,[details],[edit]
SSC-skop,Skopelos,Greece,39.12,23.73,,,,,1907,,,[details],[edit]
SSC-skur,Skuru,Finland,60.1,23.55,,,,,142,,,[details],[edit]
SSC-skwa,Skamakawa,United States,46.27,-123.45,,skwa,,,,,,[details],[edit]
SSC-slip,Slipshavn,Denmark,55.29,10.83,,,,,98,,,[details],[edit]
SSC-slsb,Salisbury,Australia,-34.73,138.65,,,,,,2484,,[details],[edit]
SSC-smar,Sainte Marie,France,-20.9,55.55,"smar, smar2",smar,,,,,,[details],[edit]
SSC-smog,Smogen,Sweden,58.35,11.22,smog,,,818,"179, 97",2080,"2326, 2741",[details],[edit]
SSC-smus,S. Musang Kecil,Indonesia,-3.5,114.5,,,,,358,,,[details],[edit]
SSC-soca,South Caicos,United Kingdom,21.48,-71.53,,,296.0,720,,,,[details],[edit]
SSC-soco,Socorro Is.,Mexico,18.73,-111.02,,soco,162.0,90,"1821, 931",,1988,[details],[edit]
SSC-sode,Soderskar,Finland,60.12,25.42,,,,,29,,,[details],[edit]
SSC-sokc,Sokcho,South Korea,38.21,128.59,,,,,1365,2916,2915,[details],[edit]
SSC-sokh,Sokhumi,Georgia,42.98,41.02,,,,,291,,,[details],[edit]
SSC-sole,Solenzara,France,41.84,9.37,"sole, sole2",,,,2208,3210,3177,[details],[edit]
SSC-soln,Solnechnaia (Solnechnaia Bukhta),Russia,78.2,103.27,,,,,656,,,[details],[edit]
SSC-solo,Honiara,Solomon Islands,-9.43,159.96,solo,"honb, honi",66.0,9,"1373, 1667, 1861, 885",2054,"2133, 2772",[details],[edit]
SSC-soma,Soma,Japan,37.83,140.96,,,,,1345,777,2128,[details],[edit]
SSC-sona,Port Sonara,Cameroon,4.01,9.13,sona,sona,350.0,816,2037,,2905,[details],[edit]
SSC-sook,Sooke,Canada,48.37,-123.73,,,,,921,,,[details],[edit]
SSC-sopa,South Pass,United States,28.98,-89.13,,,,764,1511,,,[details],[edit]
SSC-sopo,Sopot,Poland,54.45,18.58,,,,,780,,,[details],[edit]
SSC-sopol,Sopochnaia Karga,Russia,71.87,82.7,,,,,917,,,[details],[edit]
SSC-soro,Sorong,Indonesia,-0.88,131.25,,,67.0,,,,,[details],[edit]
SSC-sosu,Sosunovo,Russia,46.53,138.33,sosu,sosu,,,,,,[details],[edit]
SSC-soud,Soudhas,Greece,35.49,24.08,,,,,"1232, 2067",2081,2443,[details],[edit]
SSC-sout,Southampton,United Kingdom,50.9,-1.38,,,,,263,,,[details],[edit]
SSC-soutj,Southport,United States,33.92,-78.02,,,,,1431,,,[details],[edit]
SSC-soutu,"South Island Plantation, Winyah Bay",United States,33.24,-79.2,,,,,1651,,,[details],[edit]
SSC-sove,Sovetskaja Gavan',Russia,48.97,140.29,sove,sove,,,553,,,[details],[edit]
SSC-spak,St_Paul_island,United States,57.13,-170.29,,spak,,,,,,[details],[edit]
SSC-sped,Isla San Pedro,Chile,-47.72,-74.88,"sanp, sanp3, sped",,,,,,,[details],[edit]
SSC-spen,Spence Bay,Canada,69.5,-93.6,,,,,1414,,,[details],[edit]
SSC-spenc,Spencers Island,Canada,45.35,-64.72,,,,,1543,,,[details],[edit]
SSC-spfl,St. Petersburg,United States,27.76,-82.63,spfl,spfl,,759,520,"3346, 3347",3343,[details],[edit]
SSC-spli,Split - Gradska Luka,Croatia,43.51,16.44,,,,,"352, 685",1902,"2297, 2605",[details],[edit]
SSC-spmi,Saint Pierre et Miquelon,France,46.47,-56.1,spmi,,,,,,,[details],[edit]
SSC-sprg,Spring Bay,Australia,-42.55,147.93,sprg,sprg,56.0,335,"1216, 1220",2058,2116,[details],[edit]
SSC-sptx,Sabine Pass,United States,29.73,-93.87,sptx,sptx,,766,"1835, 920",,,[details],[edit]
SSC-spva,"Sewells Point, Hampton Roads",United States,36.95,-76.33,,spva,,,299,,,[details],[edit]
SSC-srmp,Sermip Nuunataa,Greenland,72.91,-54.39,,,,,,2461,,[details],[edit]
SSC-sscr,Second Severn Crossing,United Kingdom,51.57,-2.7,sscr,,,,,,,[details],[edit]
SSC-ssia,San Salvadore,El Salvador,13.7,-89.12,,,,,,2492,,[details],[edit]
SSC-stan,Stanley,United Kingdom,-51.75,-57.93,stan,stan,305.0,290,"1082, 1796",1870,2162,[details],[edit]
SSC-stans,Stanley,Australia,-40.77,145.3,,,,,1144,,,[details],[edit]
SSC-star,Starodubskoe,Russia,47.41,142.82,star,star,,,,,,[details],[edit]
SSC-stau,St. Augustine,United States,29.85,-81.27,,,,262,,,,[details],[edit]
SSC-stav,Stavanger,Norway,58.97,5.73,,,,,47,846,2265,[details],[edit]
SSC-stch,St. Charles River Basin,Canada,46.82,-71.2,,,,,1864,,,[details],[edit]
SSC-stcr,St_Croix,United States,17.74,-64.69,"stcr, stcr2",stcr,,,,,,[details],[edit]
SSC-stdr,Santander,Spain,43.46,-3.79,san2,,,,"1051, 1807, 485",646,"2196, 2401, 2402",[details],[edit]
SSC-stea,Ste-anne-des-monts,Canada,49.13,-66.48,,,,,1199,,,[details],[edit]
SSC-stel,Stellendam Buiten,Netherlands,51.83,4.03,,,,,1331,,,[details],[edit]
SSC-sten,Stenhouse Bay,Australia,-35.25,137.77,,,,,492,,,[details],[edit]
SSC-stens,Stenungsund,Sweden,58.09,11.83,,,,,2112,,,[details],[edit]
SSC-ster,Sterlegova (Sterlegova Mys),Russia,75.42,88.9,,,,,612,,,[details],[edit]
SSC-stev,Steveston,Canada,49.12,-123.18,,,,,1255,,,[details],[edit]
SSC-stfr,St Francois,Canada,47.0,-70.82,,,,,999,,,[details],[edit]
SSC-sthl,Saint Helena,Saint Helena,-15.92,-5.72,sthl,sthl,264.0,292,1845,2576,1986,[details],[edit]
SSC-sthm,Stockholm,Sweden,59.32,18.08,sthm,,341.0,826,"2131, 78",2084,2332,[details],[edit]
SSC-stje,St-jean-port-joli,Canada,47.22,-70.28,,,,,1223,,,[details],[edit]
SSC-stjo,St. Johns,Canada,47.57,-52.72,stjo,,223.0,276,393,"3434, 847",1989,[details],[edit]
SSC-stjoe,St-joseph-de-la-rive,Canada,47.45,-70.37,,,,,1244,,,[details],[edit]
SSC-stlo,St. Louis,Senegal,15.99,-16.51,"stlo, stlo2",,,,,,,[details],[edit]
SSC-stlu,Ganter's Bay,Saint Lucia,14.02,-61.0,stlu,stlu,,,,,,[details],[edit]
SSC-stma,Saint-Malo,France,48.64,-2.03,"stma, stma2",stma,,,454,"1936, 3181","1866, 3419",[details],[edit]
SSC-stmao,St. Marks,United States,30.07,-84.18,,,,,1136,,,[details],[edit]
SSC-stmb,Strombolicchio,Italy,38.82,15.25,ST44,,,,2247,,,[details],[edit]
SSC-stmr,St Marys,United Kingdom,49.92,-6.32,stmr,,,,1855,3257,3256,[details],[edit]
SSC-stmt,Saint Martin Island,France,18.08,-63.09,stmt,stmt,,,,,,[details],[edit]
SSC-stom,Stompneus Bay,South Africa,-32.72,17.98,,,,,882,,,[details],[edit]
SSC-ston,Stony Point,Australia,-38.37,145.22,,,,,"1033, 1041",3009,3008,[details],[edit]
SSC-stor,Stornoway,United Kingdom,58.2,-6.38,"stor, stor2",,238.0,295,314,1908,2189,[details],[edit]
SSC-stpa,Saint-Paul Island,France,-38.71,77.54,stpa,,24.0,179,1863,3093,1837,[details],[edit]
SSC-Stpe,St Peter & St Paul Rocks,Brazil,0.92,-29.35,,,199.0,201,1561,,2866,[details],[edit]
SSC-stpeg,St. Peter Port (Guernsey),Guernsey,49.45,-2.52,,,,,1988,,,[details],[edit]
SSC-stpt,Settlement Point,Bahamas,26.68,-78.98,setp1,stpt,211.0,257,"1646, 1928","2981, 674",2155,[details],[edit]
SSC-stro,Stromma,Finland,60.18,22.88,,,,,128,,,[details],[edit]
SSC-stroe,Stromstad,Sweden,58.95,11.18,,,,,140,,,[details],[edit]
SSC-suap,Suape,Brazil,-8.35,-34.95,,,,710,,,,[details],[edit]
SSC-subi,Subic Zambales,Philippines,14.82,120.28,subi,subi,,382,2176,,,[details],[edit]
SSC-sucu,Sucuraj,Croatia,43.13,17.2,,,,,1706,,,[details],[edit]
SSC-suez,Suez,Egypt,29.93,32.57,,,1.0,,268,,2789,[details],[edit]
SSC-sull,Sullom Voe,United Kingdom,60.45,-1.3,,,,,1668,,,[details],[edit]
SSC-sult,Sultan Shoal,Singapore,1.23,103.65,,,,,1248,,,[details],[edit]
SSC-sumo,Sumoto,Japan,34.34,134.91,,,,,1098,,,[details],[edit]
SSC-sumt,Christchurch,New Zealand,-43.57,172.77,sumt,sumt,,667,"247, 259",922,"2335, 3222",[details],[edit]
SSC-sung,Sungsang,Indonesia,-2.33,104.75,,,,,326,,,[details],[edit]
SSC-sura,Surabaya,Indonesia,-7.22,112.73,sura,sura,292.0,160,"1599, 280",,2893,[details],[edit]
SSC-suri,Surigao,Philippines,9.78,125.5,,,,,1708,,,[details],[edit]
SSC-suro,Sur,Oman,22.57,59.52,suro,suro,,,,,,[details],[edit]
SSC-surs,Sur Sari,Russia,60.08,26.98,,,,,227,,,[details],[edit]
SSC-susa,Susa,Japan,34.63,131.6,,,,,1791,790,2161,[details],[edit]
SSC-suth,Sutherland,South Africa,-32.38,20.81,,,,,,"2457, 848",,[details],[edit]
SSC-suwn,Suwon-shi,North Korea,37.28,127.05,,,,,,2460,,[details],[edit]
SSC-svia,Sviatoi Nos (Sviatoi Nos Mys),Russia,72.83,140.73,,,,,657,,,[details],[edit]
SSC-swan,Swansea,United Kingdom,51.62,-3.92,,,,,967,3255,"3253, 3254",[details],[edit]
SSC-swin,Swinoujscie,Poland,53.92,14.23,,,,,2,,,[details],[edit]
SSC-swpr,Swanage Pier,United Kingdom,50.61,-1.95,swpr,,,,,,,[details],[edit]
SSC-sydn,Sydney,Australia,-33.85,151.23,,,57.0,333,"1173, 196, 197, 549, 65","2405, 3380, 3381, 3382","2403, 2404",[details],[edit]
SSC-syow,Syowa,Antarctica,-69.01,39.57,syow,,95.0,127,1396,850,2000,[details],[edit]
SSC-syro,Syros,Greece,37.44,24.94,syro,syro,,,1234,,,[details],[edit]
SSC-tabl,Tablazo,Venezuela,10.88,-71.62,,,,,505,,,[details],[edit]
SSC-tacl,"Tacloban, Leyte",Philippines,11.25,125.0,,,,,664,,,[details],[edit]
SSC-taco,Tacoma,United States,47.27,-122.41,,taco,,,,,,[details],[edit]
SSC-tadi,Tadibe-iaha,Russia,70.37,72.57,,,,,767,,,[details],[edit]
SSC-tado,Tadoussac,Canada,48.13,-69.72,,,,,1219,,,[details],[edit]
SSC-tago,Tago,Japan,34.81,138.76,,,,,1437,785,2141,[details],[edit]
SSC-taio,Tai O,Hong Kong,22.25,113.85,,,,,1687,,,[details],[edit]
SSC-taip,"Tai Po Kau, Tolo Harbour",Hong Kong,22.44,114.18,,,,,1034,,,[details],[edit]
SSC-taji,Tajiri,Japan,35.59,134.32,,,,,1148,789,2110,[details],[edit]
SSC-taka,Takamatsu,Japan,34.35,134.05,,,,,"1789, 847",,,[details],[edit]
SSC-takao,Takaroa,French Polynesia,-14.42,-145.0,,,,,908,,,[details],[edit]
SSC-tako,Takoradi,Ghana,4.88,-1.75,tako,tako,335.0,231,331,"2037, 3514",2346,[details],[edit]
SSC-tala,Talara,Peru,-4.58,-81.28,tala,tala,,92,"2186, 475",,,[details],[edit]
SSC-talc,Talcahuano,Chile,-36.7,-73.11,"talc, talc2",talc,,,571,"3013, 657",2606,[details],[edit]
SSC-tall,Tallinn,Estonia,59.45,24.8,,,,,321,"2986, 947",2227,[details],[edit]
SSC-talt,Taltal,Chile,-25.41,-70.49,"talt2, talt3",talt,,,,,,[details],[edit]
SSC-tama,Tamale,Ghana,9.55,359.14,,,,,,2571,,[details],[edit]
SSC-tamp,Tampico,Mexico,23.22,-97.85,,,,,1055,,,[details],[edit]
SSC-tana,Tanajib Pier,Saudi Arabia,27.78,48.88,,,,,1647,,,[details],[edit]
SSC-tanak,Tanah Merah,Singapore,1.31,103.99,,,,,2034,,,[details],[edit]
SSC-tand,"Tandag, Surigao Del Sur",Philippines,9.08,126.2,,,,,2158,,,[details],[edit]
SSC-tang,Tanga,Tanzania,-5.07,39.1,,,,,1024,,,[details],[edit]
SSC-tangi,Tangachchimadam,India,9.28,79.25,,,,,1258,,,[details],[edit]
SSC-tangx,Tanggu,China,39.0,117.72,,,,,1403,,,[details],[edit]
SSC-tanj,Tanjong Changi,Singapore,1.39,104.0,,,,,2033,,,[details],[edit]
SSC-tanjo,Tanjong Pagar,Singapore,1.26,103.85,tanjo,tanp,44.0,"327, 337, 699","1183, 1534, 1746, 248, 724",765,"2121, 2785, 2786, 2809",[details],[edit]
SSC-tann,Tan-nowa,Japan,34.34,135.18,,,,,817,,,[details],[edit]
SSC-tant,Tan Tan,Morocco,28.5,-11.05,,,282.0,,,,2890,[details],[edit]
SSC-tapp,Tappi,Japan,41.24,140.38,,,,,1587,,,[details],[edit]
SSC-tara,Betio,Kiribati,1.36,172.93,tara,"beti, kiri",113.0,2,"1381, 1579, 1739, 1804",711,"1972, 2774, 2781",[details],[edit]
SSC-taran,Port Taranaki,New Zealand,-39.05,174.03,,,,76,996,2947,2946,[details],[edit]
SSC-tare,Tarekukure Wharf,Solomon Islands,-6.69,156.41,tare,tare,,,,,,[details],[edit]
SSC-tari,Tarifa,Spain,36.01,-5.6,tari,,,,"2054, 488",3422,"3420, 3421",[details],[edit]
SSC-tarr,Tarragona,Spain,41.08,1.21,tarr,,,,2182,,,[details],[edit]
